id,name,text,trans
0000000000000,美鈴,藤田さん……今朝も、\n早くからせいが出ますね。,
0000000000000,ことね,うひゃ！？　はた……美鈴……ちゃん。\n今日はナニ……？,
0000000000000,美鈴,とてもいい話を持ってきたんです。\n聞いていただけますか？,
0000000000000,ことね,あっはい……,
0000000000000,美鈴,『藤田ことね有料お弁当サービス』を、\nサブスクリプションにしましょう。,
0000000000000,ことね,？？？　……それって月額にして、\n手毬に毎日作ってあげれば～ってこと？,
0000000000000,美鈴,はい。そして今後は藤田さんではなく、\nわたしが毎日、食材を用意して、,
0000000000000,美鈴,まりちゃんのお弁当を作る……\nというのはいかがでしょう？,
0000000000000,ことね,いやダメだろ。\nあたしおカネもらってんのに、\nなにもしないってことじゃん。,
0000000000000,美鈴,いいではありませんか。\nお互い得しかない取引では？,
0000000000000,ことね,納得できないからダメ。\nてか美鈴ちゃん、\n手毬と喧嘩中なんじゃなかったっけ？,
0000000000000,美鈴,喧嘩中ですよ。……そうでなければ、\nこんな提案なんてしません。,
0000000000000,ことね,喧嘩中じゃなきゃ、いつもどーり自分で\n手毬の食事を作ってあげてるって？,
0000000000000,ことね,う～ん……変な作戦立てなくても、\n普通に仲直りすればいいのに。,
0000000000000,美鈴,それができないから……,
0000000000000,ことね,……わかった。じゃあさ、こうしよう。,
0000000000000,ことね,手毬のお弁当、一緒に作ろっぜー♪,
0000000000000,美鈴,……………………まあ。,
0000000000000,美鈴,もしかして……藤田さんって、\n親切な方なのでしょうか？,
0000000000000,ことね,べつにこんなのふつーじゃないの～？\n同じ寮に住む仲間じゃん。,
info,adv_csprt-3-0065_02.txt,,
译者,,,
