id,name,text,trans
0000000000000,{user},涙は止まりましたか？,
0000000000000,佑芽,――――はい。,
0000000000000,{user},準備は万全ですか？,
0000000000000,佑芽,――――いいえ。もうすこしだけ……\n待ってください。,
0000000000000,{user},初めてですね。ライブの直前なのに……\n笑顔がないのは。,
0000000000000,佑芽,あはは……\nさっきから……背中が重くって。,
0000000000000,佑芽,こんなに失敗できないって思ったの……\n生まれてはじめてです。,
0000000000000,佑芽,これが人生の集大成だって……\nオーディションに臨んだのに。,
0000000000000,佑芽,いま、お姉ちゃんとの決戦より、\n緊張してます……,
0000000000000,佑芽,見てください……,
0000000000000,佑芽,あんなにたくさんの人たちが、\nあたしの歌を待っているんです。,
0000000000000,佑芽,だけど今日、会場に来てくれたのは……\n花海佑芽のファンだけじゃなくて。,
0000000000000,佑芽,『FINALE』に届かなかった\nアイドルのファンが……見ています。,
0000000000000,佑芽,燐羽ちゃんが託してくれたファンが\n……見ています。,
0000000000000,佑芽,花海咲季のライブを楽しみに\nしていた人たちだって――,
0000000000000,佑芽,大好きなアイドルに\n勝って優勝したあたしを、,
0000000000000,佑芽,きっと色んな気持ちを抱えて……\n見てくれているんです。,
0000000000000,佑芽,がっかりさせられません。絶対に。,
0000000000000,{user},佑芽さんは……変わりましたね。,
0000000000000,{user},アイドルという仕事に対して、\nより、真摯になった。,
0000000000000,佑芽,……そうでしょうか。\n自分では、よく、わかりません。,
0000000000000,{user},以前の花海佑芽なら、\nこんなに緊張していないでしょう？,
0000000000000,{user},<em\=>それ</em>は、\n大きな勝因だったと思いますよ。,
0000000000000,佑芽,なら……千奈ちゃんと\n広ちゃんの……おかげです。,
0000000000000,佑芽,ファンの皆さんが、ふたりのことを\n大好きになった理由。,
0000000000000,佑芽,すぐにわかりました。,
0000000000000,佑芽,え～っ！　広ちゃん、ファンの人たちの\n顔と名前、ぜんぶ覚えてるのっ！？,
0000000000000,広,うん……あの、ね。,
0000000000000,広,わたしには、アイドルになったわたしを\n観測してくれる誰かが必要。,
0000000000000,広,感想をくれる……ファンが必要。,
0000000000000,広,それは、わたしにとって、大切なこと。,
0000000000000,広,……わたしのファン、変わり者ばかり\nだけど……好き。,
0000000000000,広,せいいっぱい、楽しませたい。,
0000000000000,千奈,テレビでわたくしを見て、\n好きになってくださった方が、,
0000000000000,千奈,きっと今日のライブを見ていますもの。\nしっかりやらなくては。,
0000000000000,千奈,たとえ実力不足でも、万全でなくとも、\n言い訳なんてできませんわ。,
0000000000000,佑芽,……あたし、ファンの皆さんのこと、\n大切にしてるつもりでした。,
0000000000000,佑芽,大好きな……つもりでした。だけど……,
0000000000000,佑芽,負けたって思いました。\nふたりほどじゃなかった、って。,
0000000000000,佑芽,あたしはずっと、お姉ちゃんに\n勝つことばかり考えて……,
0000000000000,佑芽,ちゃんとしたアイドルじゃ\nなかったのかも、って。,
0000000000000,佑芽,でも、それがわかったからって……\n意識を変えるのは難しくって。,
0000000000000,佑芽,いまだって……\nふたりの真似をしているだけで。,
0000000000000,佑芽,あたしは……ファンの皆さんのこと。\nいまだに……いまだに――――,
0000000000000,佑芽,筋肉だって思ってるんです。,
0000000000000,{user},えっ？,
0000000000000,佑芽,あたし、なにか変なこと言いました？,
0000000000000,{user},シリアスな話をしていたはずなのに、\n急に流れが変わったな、と。,
0000000000000,{user},ファンが筋肉……とは、どういう？,
0000000000000,佑芽,アイドルとしての、力の源っていうか。\nグッとしたら応えてくれるっていうか。,
0000000000000,佑芽,増えれば増えるほど、アイドルとして\n強くなるものっていうか。,
0000000000000,佑芽,ん～、なんて言えばいいんでしょう……,
0000000000000,佑芽,そうっ、ファンの皆さんは――\nアイドル・花海佑芽の一部なんです！,
0000000000000,佑芽,だからすっごく大切ですけど！　\n絶対に必要な方々ですけど！,
0000000000000,佑芽,広ちゃんや千奈ちゃんとは……\n違うなって。,
0000000000000,{user},違っていいのではないですか？,
0000000000000,佑芽,あーっ！　すっごく\nどーでもよさそうに言いましたね！,
0000000000000,{user},『ファンへの想い』などという\n不明瞭なもの……,
0000000000000,{user},誰にも正解などわかりません。,
0000000000000,佑芽,そ、それはそうかもですけど！,
0000000000000,{user},わかるのは……\n倉本さんと篠澤さんに影響されて、,
0000000000000,{user},ファンを強く意識するようになった\n佑芽さんが、力を増したことです。,
0000000000000,佑芽,む、むぅぅ……,
0000000000000,{user},『ファンは自分の一部』――\n良いフレーズではないですか。,
0000000000000,{user},佑芽さんのファン愛……おふたりに、\nちっとも負けていないと思いますよ。,
0000000000000,佑芽,そう――なん、でしょうか。,
0000000000000,{user},疑うのなら、\nファンに言ってみればいい。,
0000000000000,佑芽,ええ～～～～っ！？　\nこのライブでですかっ！？,
0000000000000,佑芽,――それはいい考えですねっ！,
0000000000000,佑芽,会場の皆さんに……\nファンの皆さんに……,
0000000000000,佑芽,伝えたいことがたくさんあるんです！,
0000000000000,佑芽,――すっきりしました。,
0000000000000,佑芽,ありがとうございます、\nプロデューサーさん。,
0000000000000,佑芽,よぉぉ～～～～～～～～～～～～っし！,
0000000000000,佑芽,歌もダンスもMCも、\n花海佑芽の全部を使って――,
0000000000000,佑芽,『Campus mode!!』\nいってきます！,
info,adv_cidol-hume-3-006_03.txt,,
译者,,,
