id,name,text,trans
0000000000000,手毬,うわぁ～～～～～～～～～～～～～♡\n私の好きなものばかり！！,
0000000000000,手毬,これ、ほんとにぜんぶ食べていいの！？,
0000000000000,{user},もちろん。たくさんありますので、\n思う存分、召し上がってください。,
0000000000000,手毬,……ふとらない？,
0000000000000,{user},いまの月村さんは、\nベスト体重よりも少し軽いんです。,
0000000000000,{user},まったく問題ありませんよ。\n日頃の節制の成果ですね。,
0000000000000,手毬,そうなんだ……じゃあ、いただきます！,
0000000000000,手毬,プロデューサー、\nとっても美味しいです。,
0000000000000,{user},よかった。腕を振るった\n甲斐がありました。,
0000000000000,{user},ときどきはこうして、好きなものを\n好きなだけ食べる日があってもいい……,
0000000000000,{user},そういうやり方の方が、月村さんには\n合っていると思うんです。,
0000000000000,手毬,はい！　私もそう思います！,
0000000000000,手毬,さすがプロデューサー……\nわかってますね！,
0000000000000,{user},（……最近、秦谷さんの気持ちが\nわかるようになってきた）,
0000000000000,{user},（こんなに可愛く喜ばれると……\n無限に甘やかしたくなる）,
0000000000000,手毬,――ごちそうさまでした。,
0000000000000,{user},お粗末さまでした。また来月、\n食事会をしましょうね。,
0000000000000,手毬,いいんですか？　\nわぁ……信じられない……,
0000000000000,手毬,ふふっ……すごく……\n満ち足りた気分です。,
0000000000000,手毬,明日からは、\nもっと頑張れる気がします！,
0000000000000,手毬,……でも、やっぱり変です。,
0000000000000,手毬,プロデューサーが優しいなんて。\n……いつも私に冷たいのに。,
0000000000000,手毬,どうして急に、私と食事がしたい……\nなんて言い出したんですか？,
0000000000000,{user},とても言いたくないのですが……,
0000000000000,手毬,言ってください。さもないと怒ります。,
0000000000000,{user},――率直に言うと。ご機嫌取りです。,
0000000000000,手毬,え……プロデューサーが、私の？　\nなんで？,
0000000000000,{user},夢の話をしていたでしょう。\n月村さんが………その……………,
0000000000000,手毬,私が？,
0000000000000,{user},『夢のプロデューサーの方が良い』。\nそう思っていたら……,
0000000000000,{user},悔しいので。,
0000000000000,手毬,え……えぇぇ……ぇ……っ。,
0000000000000,手毬,それって……嫉妬した、ってこと？,
0000000000000,{user},そのようです。\n……認めたくはないですが。,
0000000000000,手毬,ふ、ふぅ～ん。そうなんだ。それで……\n私を食べ物で釣ろうと。,
0000000000000,手毬,ば、ばかじゃないですか、もう。,
0000000000000,{user},ばかだとわかっていても……\n制御できない感情もあります。,
0000000000000,手毬,それは……すごく、わかる、けど。,
0000000000000,{user},月村手毬のプロデュースは、\n非常に大変なものですが……,
0000000000000,{user},とても楽しい。\n人生をかける価値がある。,
0000000000000,{user},他の誰かに割り込まれたくはない。\nたとえ夢の自分であろうと。,
0000000000000,手毬,……ふふ。,
0000000000000,手毬,ときどき重いこと言いますよね、\nプロデューサーって。,
0000000000000,手毬,私、口下手なので……\n気の利いたこと、言えません。,
0000000000000,手毬,だから……その……えっと……,
0000000000000,手毬,ちゅっ♡,
0000000000000,{user},…………なんですか、それは？,
0000000000000,手毬,………………投げキッス。,
0000000000000,手毬,『SyngUp!』恒例のファンサです。\nけど、私は一度もやらなかったので……,
0000000000000,手毬,ファースト投げキッス……です。,
0000000000000,手毬,あっ笑った！！　\nオナカ押さえて笑ってる！！,
0000000000000,手毬,せっかく勇気を振り絞ったのに！\n――なにか文句があるんですか！？,
0000000000000,{user},ありがとうございます、月村さん。,
0000000000000,{user},夢のプロデューサーに、\n完全勝利できました。,
0000000000000,手毬,～～～～～～！　どういたしまして！！,
0000000000000,手毬,こんな恥ずかしいファンサ、\nもう二度とやりませんからねっ！,
info,adv_cidol-ttmr-3-011_03.txt,,
译者,,,
